t1,t2,t3,t4,t5,t6,t7,t8,t9,pre
30,30,30,30,30,38,38,30,30,37
30,30,30,30,38,38,30,30,37,37
30,30,30,38,38,30,30,37,37,30
30,30,38,38,30,30,37,37,30,30
30,38,38,30,30,37,37,30,30,38
38,38,30,30,37,37,30,30,38,38
38,30,30,37,37,30,30,38,38,30
30,30,37,37,30,30,38,38,30,30
30,37,37,30,30,38,38,30,30,30
37,37,30,30,38,38,30,30,30,30
37,30,30,38,38,30,30,30,30,37
30,30,38,38,30,30,30,30,37,30
30,38,38,30,30,30,30,37,30,30
38,38,30,30,30,30,37,30,30,37
38,30,30,30,30,37,30,30,37,30
30,30,30,30,37,30,30,37,30,30
30,30,30,37,30,30,37,30,30,36
30,30,37,30,30,37,30,30,36,36
30,37,30,30,37,30,30,36,36,37
37,30,30,37,30,30,36,36,37,37
30,30,37,30,30,36,36,37,37,37
30,37,30,30,36,36,37,37,37,37
37,30,30,36,36,37,37,37,37,37
30,30,36,36,37,37,37,37,37,37
30,36,36,37,37,37,37,37,37,38
36,36,37,37,37,37,37,37,38,38
36,37,37,37,37,37,37,38,38,37
37,37,37,37,37,37,38,38,37,37
37,37,37,37,37,38,38,37,37,38
37,37,37,37,38,38,37,37,38,38
37,37,37,38,38,37,37,38,38,38
37,37,38,38,37,37,38,38,38,38
37,38,38,37,37,38,38,38,38,38
38,38,37,37,38,38,38,38,38,38
38,37,37,38,38,38,38,38,38,38
37,37,38,38,38,38,38,38,38,38
37,38,38,38,38,38,38,38,38,37
38,38,38,38,38,38,38,38,37,37
38,38,38,38,38,38,38,37,37,37
38,38,38,38,38,38,37,37,37,37
38,38,38,38,38,37,37,37,37,30
38,38,38,38,37,37,37,37,30,30
38,38,38,37,37,37,37,30,30,30
38,38,37,37,37,37,30,30,30,30
38,37,37,37,37,30,30,30,30,30
37,37,37,37,30,30,30,30,30,30
37,37,37,30,30,30,30,30,30,30
37,37,30,30,30,30,30,30,30,30
37,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,38
30,30,30,30,30,30,30,30,38,38
30,30,30,30,30,30,30,38,38,38
30,30,30,30,30,30,38,38,38,38
30,30,30,30,30,38,38,38,38,38
30,30,30,30,38,38,38,38,38,38
30,30,30,38,38,38,38,38,38,39
30,30,38,38,38,38,38,38,39,39
30,38,38,38,38,38,38,39,39,30
38,38,38,38,38,38,39,39,30,30
38,38,38,38,38,39,39,30,30,38
38,38,38,38,39,39,30,30,38,38
38,38,38,39,39,30,30,38,38,30
38,38,39,39,30,30,38,38,30,30
38,39,39,30,30,38,38,30,30,30
39,39,30,30,38,38,30,30,30,30
39,30,30,38,38,30,30,30,30,30
30,30,38,38,30,30,30,30,30,30
30,38,38,30,30,30,30,30,30,39
38,38,30,30,30,30,30,30,39,39
38,30,30,30,30,30,30,39,39,30
30,30,30,30,30,30,39,39,30,30
30,30,30,30,30,39,39,30,30,30
30,30,30,30,39,39,30,30,30,30
30,30,30,39,39,30,30,30,30,31
30,30,39,39,30,30,30,30,31,31
30,39,39,30,30,30,30,31,31,39
39,39,30,30,30,30,31,31,39,39
39,30,30,30,30,31,31,39,39,30
30,30,30,30,31,31,39,39,30,30
30,30,30,31,31,39,39,30,30,39
30,30,31,31,39,39,30,30,39,39
30,31,31,39,39,30,30,39,39,30
31,31,39,39,30,30,39,39,30,30
31,39,39,30,30,39,39,30,30,39
39,39,30,30,39,39,30,30,39,39
39,30,30,39,39,30,30,39,39,39
30,30,39,39,30,30,39,39,39,39
30,39,39,30,30,39,39,39,39,30
39,39,30,30,39,39,39,39,30,30
39,30,30,39,39,39,39,30,30,39
30,30,39,39,39,39,30,30,39,39
30,39,39,39,39,30,30,39,39,30
39,39,39,39,30,30,39,39,30,30
39,39,39,30,30,39,39,30,30,40
39,39,30,30,39,39,30,30,40,40
39,30,30,39,39,30,30,40,40,39
30,30,39,39,30,30,40,40,39,39
30,39,39,30,30,40,40,39,39,30
39,39,30,30,40,40,39,39,30,30
39,30,30,40,40,39,39,30,30,40
30,30,40,40,39,39,30,30,40,40
30,40,40,39,39,30,30,40,40,29
40,40,39,39,30,30,40,40,29,29
40,39,39,30,30,40,40,29,29,30
39,39,30,30,40,40,29,29,30,30
39,30,30,40,40,29,29,30,30,40
30,30,40,40,29,29,30,30,40,40
30,40,40,29,29,30,30,40,40,40
40,40,29,29,30,30,40,40,40,40
40,29,29,30,30,40,40,40,40,30
29,29,30,30,40,40,40,40,30,30
29,30,30,40,40,40,40,30,30,29
30,30,40,40,40,40,30,30,29,29
30,40,40,40,40,30,30,29,29,30
40,40,40,40,30,30,29,29,30,30
40,40,40,30,30,29,29,30,30,40
40,40,30,30,29,29,30,30,40,40
40,30,30,29,29,30,30,40,40,41
30,30,29,29,30,30,40,40,41,41
30,29,29,30,30,40,40,41,41,29
29,29,30,30,40,40,41,41,29,29
29,30,30,40,40,41,41,29,29,29
30,30,40,40,41,41,29,29,29,29
30,40,40,41,41,29,29,29,29,29
40,40,41,41,29,29,29,29,29,29
40,41,41,29,29,29,29,29,29,28
41,41,29,29,29,29,29,29,28,28
41,29,29,29,29,29,29,28,28,29
29,29,29,29,29,29,28,28,29,29
29,29,29,29,29,28,28,29,29,40
29,29,29,29,28,28,29,29,40,40
29,29,29,28,28,29,29,40,40,28
29,29,28,28,29,29,40,40,28,28
29,28,28,29,29,40,40,28,28,41
28,28,29,29,40,40,28,28,41,41
28,29,29,40,40,28,28,41,41,28
29,29,40,40,28,28,41,41,28,28
29,40,40,28,28,41,41,28,28,28
40,40,28,28,41,41,28,28,28,28
40,28,28,41,41,28,28,28,28,40
28,28,41,41,28,28,28,28,40,40
28,41,41,28,28,28,28,40,40,27
41,41,28,28,28,28,40,40,27,27
41,28,28,28,28,40,40,27,27,41
28,28,28,28,40,40,27,27,41,41
28,28,28,40,40,27,27,41,41,27
28,28,40,40,27,27,41,41,27,27
28,40,40,27,27,41,41,27,27,27
40,40,27,27,41,41,27,27,27,27
40,27,27,41,41,27,27,27,27,27
27,27,41,41,27,27,27,27,27,27
27,41,41,27,27,27,27,27,27,26
41,41,27,27,27,27,27,27,26,26
41,27,27,27,27,27,27,26,26,41
27,27,27,27,27,27,26,26,41,41
27,27,27,27,27,26,26,41,41,41
27,27,27,27,26,26,41,41,41,41
27,27,27,26,26,41,41,41,41,27
27,27,26,26,41,41,41,41,27,27
27,26,26,41,41,41,41,27,27,41
26,26,41,41,41,41,27,27,41,41
26,41,41,41,41,27,27,41,41,42
41,41,41,41,27,27,41,41,42,42
41,41,41,27,27,41,41,42,42,41
41,41,27,27,41,41,42,42,41,41
41,27,27,41,41,42,42,41,41,27
27,27,41,41,42,42,41,41,27,27
27,41,41,42,42,41,41,27,27,27
41,41,42,42,41,41,27,27,27,27
41,42,42,41,41,27,27,27,27,27
42,42,41,41,27,27,27,27,27,27
42,41,41,27,27,27,27,27,27,27
41,41,27,27,27,27,27,27,27,27
41,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,42
27,27,27,27,27,27,27,27,42,42
27,27,27,27,27,27,27,42,42,41
27,27,27,27,27,27,42,42,41,41
27,27,27,27,27,42,42,41,41,27
27,27,27,27,42,42,41,41,27,27
27,27,27,42,42,41,41,27,27,26
27,27,42,42,41,41,27,27,26,26
27,42,42,41,41,27,27,26,26,27
42,42,41,41,27,27,26,26,27,27
42,41,41,27,27,26,26,27,27,26
41,41,27,27,26,26,27,27,26,26
41,27,27,26,26,27,27,26,26,41
27,27,26,26,27,27,26,26,41,41
27,26,26,27,27,26,26,41,41,27
26,26,27,27,26,26,41,41,27,27
26,27,27,26,26,41,41,27,27,42
27,27,26,26,41,41,27,27,42,42
27,26,26,41,41,27,27,42,42,41
26,26,41,41,27,27,42,42,41,41
26,41,41,27,27,42,42,41,41,42
41,41,27,27,42,42,41,41,42,42
41,27,27,42,42,41,41,42,42,27
27,27,42,42,41,41,42,42,27,27
27,42,42,41,41,42,42,27,27,27
42,42,41,41,42,42,27,27,27,27
42,41,41,42,42,27,27,27,27,27
41,41,42,42,27,27,27,27,27,27
41,42,42,27,27,27,27,27,27,41
42,42,27,27,27,27,27,27,41,41
42,27,27,27,27,27,27,41,41,40
27,27,27,27,27,27,41,41,40,40
27,27,27,27,27,41,41,40,40,39
27,27,27,27,41,41,40,40,39,39
27,27,27,41,41,40,40,39,39,27
27,27,41,41,40,40,39,39,27,27
27,41,41,40,40,39,39,27,27,40
41,41,40,40,39,39,27,27,40,40
41,40,40,39,39,27,27,40,40,39
40,40,39,39,27,27,40,40,39,39
40,39,39,27,27,40,40,39,39,40
39,39,27,27,40,40,39,39,40,40
39,27,27,40,40,39,39,40,40,39
27,27,40,40,39,39,40,40,39,39
27,40,40,39,39,40,40,39,39,27
40,40,39,39,40,40,39,39,27,27
40,39,39,40,40,39,39,27,27,40
39,39,40,40,39,39,27,27,40,40
39,40,40,39,39,27,27,40,40,41
40,40,39,39,27,27,40,40,41,41
40,39,39,27,27,40,40,41,41,27
39,39,27,27,40,40,41,41,27,27
39,27,27,40,40,41,41,27,27,40
27,27,40,40,41,41,27,27,40,40
27,40,40,41,41,27,27,40,40,41
40,40,41,41,27,27,40,40,41,41
40,41,41,27,27,40,40,41,41,40
41,41,27,27,40,40,41,41,40,40
41,27,27,40,40,41,41,40,40,41
27,27,40,40,41,41,40,40,41,41
27,40,40,41,41,40,40,41,41,27
40,40,41,41,40,40,41,41,27,27
40,41,41,40,40,41,41,27,27,40
41,41,40,40,41,41,27,27,40,40
41,40,40,41,41,27,27,40,40,39
40,40,41,41,27,27,40,40,39,39
40,41,41,27,27,40,40,39,39,27
41,41,27,27,40,40,39,39,27,27
41,27,27,40,40,39,39,27,27,40
27,27,40,40,39,39,27,27,40,40
27,40,40,39,39,27,27,40,40,26
40,40,39,39,27,27,40,40,26,26
40,39,39,27,27,40,40,26,26,39
39,39,27,27,40,40,26,26,39,39
39,27,27,40,40,26,26,39,39,40
27,27,40,40,26,26,39,39,40,40
27,40,40,26,26,39,39,40,40,26
40,40,26,26,39,39,40,40,26,26
40,26,26,39,39,40,40,26,26,26
26,26,39,39,40,40,26,26,26,26
26,39,39,40,40,26,26,26,26,42
39,39,40,40,26,26,26,26,42,42
39,40,40,26,26,26,26,42,42,27
40,40,26,26,26,26,42,42,27,27
40,26,26,26,26,42,42,27,27,41
26,26,26,26,42,42,27,27,41,41
26,26,26,42,42,27,27,41,41,42
26,26,42,42,27,27,41,41,42,42
26,42,42,27,27,41,41,42,42,27
42,42,27,27,41,41,42,42,27,27
42,27,27,41,41,42,42,27,27,41
27,27,41,41,42,42,27,27,41,41
27,41,41,42,42,27,27,41,41,27
41,41,42,42,27,27,41,41,27,27
41,42,42,27,27,41,41,27,27,27
42,42,27,27,41,41,27,27,27,27
42,27,27,41,41,27,27,27,27,42
27,27,41,41,27,27,27,27,42,42
27,41,41,27,27,27,27,42,42,41
41,41,27,27,27,27,42,42,41,41
41,27,27,27,27,42,42,41,41,27
27,27,27,27,42,42,41,41,27,27
27,27,27,42,42,41,41,27,27,42
27,27,42,42,41,41,27,27,42,42
27,42,42,41,41,27,27,42,42,26
42,42,41,41,27,27,42,42,26,26
42,41,41,27,27,42,42,26,26,26
41,41,27,27,42,42,26,26,26,26
41,27,27,42,42,26,26,26,26,41
27,27,42,42,26,26,26,26,41,41
27,42,42,26,26,26,26,41,41,26
42,42,26,26,26,26,41,41,26,26
42,26,26,26,26,41,41,26,26,26
26,26,26,26,41,41,26,26,26,26
26,26,26,41,41,26,26,26,26,42
26,26,41,41,26,26,26,26,42,42
26,41,41,26,26,26,26,42,42,41
41,41,26,26,26,26,42,42,41,41
41,26,26,26,26,42,42,41,41,26
26,26,26,26,42,42,41,41,26,26
26,26,26,42,42,41,41,26,26,42
26,26,42,42,41,41,26,26,42,42
26,42,42,41,41,26,26,42,42,41
42,42,41,41,26,26,42,42,41,41
42,41,41,26,26,42,42,41,41,27
41,41,26,26,42,42,41,41,27,27
41,26,26,42,42,41,41,27,27,42
26,26,42,42,41,41,27,27,42,42
26,42,42,41,41,27,27,42,42,41
42,42,41,41,27,27,42,42,41,41
42,41,41,27,27,42,42,41,41,27
41,41,27,27,42,42,41,41,27,27
41,27,27,42,42,41,41,27,27,42
27,27,42,42,41,41,27,27,42,42
27,42,42,41,41,27,27,42,42,41
42,42,41,41,27,27,42,42,41,41
42,41,41,27,27,42,42,41,41,27
41,41,27,27,42,42,41,41,27,27
41,27,27,42,42,41,41,27,27,42
27,27,42,42,41,41,27,27,42,42
27,42,42,41,41,27,27,42,42,26
42,42,41,41,27,27,42,42,26,26
42,41,41,27,27,42,42,26,26,27
41,41,27,27,42,42,26,26,27,27
41,27,27,42,42,26,26,27,27,41
27,27,42,42,26,26,27,27,41,41
27,42,42,26,26,27,27,41,41,27
42,42,26,26,27,27,41,41,27,27
42,26,26,27,27,41,41,27,27,42
26,26,27,27,41,41,27,27,42,42
26,27,27,41,41,27,27,42,42,41
27,27,41,41,27,27,42,42,41,41
27,41,41,27,27,42,42,41,41,26
41,41,27,27,42,42,41,41,26,26
41,27,27,42,42,41,41,26,26,42
27,27,42,42,41,41,26,26,42,42
27,42,42,41,41,26,26,42,42,27
42,42,41,41,26,26,42,42,27,27
42,41,41,26,26,42,42,27,27,41
41,41,26,26,42,42,27,27,41,41
41,26,26,42,42,27,27,41,41,26
26,26,42,42,27,27,41,41,26,26
26,42,42,27,27,41,41,26,26,41
42,42,27,27,41,41,26,26,41,41
42,27,27,41,41,26,26,41,41,26
27,27,41,41,26,26,41,41,26,26
27,41,41,26,26,41,41,26,26,41
41,41,26,26,41,41,26,26,41,41
41,26,26,41,41,26,26,41,41,26
26,26,41,41,26,26,41,41,26,26
26,41,41,26,26,41,41,26,26,42
41,41,26,26,41,41,26,26,42,42
41,26,26,41,41,26,26,42,42,26
26,26,41,41,26,26,42,42,26,26
26,41,41,26,26,42,42,26,26,41
41,41,26,26,42,42,26,26,41,41
41,26,26,42,42,26,26,41,41,27
26,26,42,42,26,26,41,41,27,27
26,42,42,26,26,41,41,27,27,42
42,42,26,26,41,41,27,27,42,42
42,26,26,41,41,27,27,42,42,27
26,26,41,41,27,27,42,42,27,27
26,41,41,27,27,42,42,27,27,27
41,41,27,27,42,42,27,27,27,27
41,27,27,42,42,27,27,27,27,27
27,27,42,42,27,27,27,27,27,27
27,42,42,27,27,27,27,27,27,27
42,42,27,27,27,27,27,27,27,27
42,27,27,27,27,27,27,27,27,41
27,27,27,27,27,27,27,27,41,41
27,27,27,27,27,27,27,41,41,27
27,27,27,27,27,27,41,41,27,27
27,27,27,27,27,41,41,27,27,27
27,27,27,27,41,41,27,27,27,27
27,27,27,41,41,27,27,27,27,41
27,27,41,41,27,27,27,27,41,41
27,41,41,27,27,27,27,41,41,27
41,41,27,27,27,27,41,41,27,27
41,27,27,27,27,41,41,27,27,41
27,27,27,27,41,41,27,27,41,41
27,27,27,41,41,27,27,41,41,27
27,27,41,41,27,27,41,41,27,27
27,41,41,27,27,41,41,27,27,42
41,41,27,27,41,41,27,27,42,42
41,27,27,41,41,27,27,42,42,27
27,27,41,41,27,27,42,42,27,27
27,41,41,27,27,42,42,27,27,41
41,41,27,27,42,42,27,27,41,41
41,27,27,42,42,27,27,41,41,42
27,27,42,42,27,27,41,41,42,42
27,42,42,27,27,41,41,42,42,27
42,42,27,27,41,41,42,42,27,27
42,27,27,41,41,42,42,27,27,41
27,27,41,41,42,42,27,27,41,41
27,41,41,42,42,27,27,41,41,26
41,41,42,42,27,27,41,41,26,26
41,42,42,27,27,41,41,26,26,42
42,42,27,27,41,41,26,26,42,42
42,27,27,41,41,26,26,42,42,27
27,27,41,41,26,26,42,42,27,27
27,41,41,26,26,42,42,27,27,27
41,41,26,26,42,42,27,27,27,27
41,26,26,42,42,27,27,27,27,27
26,26,42,42,27,27,27,27,27,27
26,42,42,27,27,27,27,27,27,41
42,42,27,27,27,27,27,27,41,41
42,27,27,27,27,27,27,41,41,27
27,27,27,27,27,27,41,41,27,27
27,27,27,27,27,41,41,27,27,41
27,27,27,27,41,41,27,27,41,41
27,27,27,41,41,27,27,41,41,27
27,27,41,41,27,27,41,41,27,27
27,41,41,27,27,41,41,27,27,27
41,41,27,27,41,41,27,27,27,27
41,27,27,41,41,27,27,27,27,41
27,27,41,41,27,27,27,27,41,41
27,41,41,27,27,27,27,41,41,27
41,41,27,27,27,27,41,41,27,27
41,27,27,27,27,41,41,27,27,41
27,27,27,27,41,41,27,27,41,41
27,27,27,41,41,27,27,41,41,26
27,27,41,41,27,27,41,41,26,26
27,41,41,27,27,41,41,26,26,40
41,41,27,27,41,41,26,26,40,40
41,27,27,41,41,26,26,40,40,40
27,27,41,41,26,26,40,40,40,40
27,41,41,26,26,40,40,40,40,40
41,41,26,26,40,40,40,40,40,40
41,26,26,40,40,40,40,40,40,26
26,26,40,40,40,40,40,40,26,26
26,40,40,40,40,40,40,26,26,41
40,40,40,40,40,40,26,26,41,41
40,40,40,40,40,26,26,41,41,26
40,40,40,40,26,26,41,41,26,26
40,40,40,26,26,41,41,26,26,26
40,40,26,26,41,41,26,26,26,26
40,26,26,41,41,26,26,26,26,26
26,26,41,41,26,26,26,26,26,26
26,41,41,26,26,26,26,26,26,41
41,41,26,26,26,26,26,26,41,41
41,26,26,26,26,26,26,41,41,26
26,26,26,26,26,26,41,41,26,26
26,26,26,26,26,41,41,26,26,26
26,26,26,26,41,41,26,26,26,26
26,26,26,41,41,26,26,26,26,27
26,26,41,41,26,26,26,26,27,27
26,41,41,26,26,26,26,27,27,41
41,41,26,26,26,26,27,27,41,41
41,26,26,26,26,27,27,41,41,27
26,26,26,26,27,27,41,41,27,27
26,26,26,27,27,41,41,27,27,26
26,26,27,27,41,41,27,27,26,26
26,27,27,41,41,27,27,26,26,27
27,27,41,41,27,27,26,26,27,27
27,41,41,27,27,26,26,27,27,41
41,41,27,27,26,26,27,27,41,41
41,27,27,26,26,27,27,41,41,41
27,27,26,26,27,27,41,41,41,41
27,26,26,27,27,41,41,41,41,41
26,26,27,27,41,41,41,41,41,41
26,27,27,41,41,41,41,41,41,41
27,27,41,41,41,41,41,41,41,41
27,41,41,41,41,41,41,41,41,40
41,41,41,41,41,41,41,41,40,40
41,41,41,41,41,41,41,40,40,41
41,41,41,41,41,41,40,40,41,41
41,41,41,41,41,40,40,41,41,26
41,41,41,41,40,40,41,41,26,26
41,41,41,40,40,41,41,26,26,40
41,41,40,40,41,41,26,26,40,40
41,40,40,41,41,26,26,40,40,26
40,40,41,41,26,26,40,40,26,26
40,41,41,26,26,40,40,26,26,40
41,41,26,26,40,40,26,26,40,40
41,26,26,40,40,26,26,40,40,27
26,26,40,40,26,26,40,40,27,27
26,40,40,26,26,40,40,27,27,26
40,40,26,26,40,40,27,27,26,26
40,26,26,40,40,27,27,26,26,26
26,26,40,40,27,27,26,26,26,26
26,40,40,27,27,26,26,26,26,40
40,40,27,27,26,26,26,26,40,40
40,27,27,26,26,26,26,40,40,27
27,27,26,26,26,26,40,40,27,27
27,26,26,26,26,40,40,27,27,27
26,26,26,26,40,40,27,27,27,27
26,26,26,40,40,27,27,27,27,40
26,26,40,40,27,27,27,27,40,40
26,40,40,27,27,27,27,40,40,40
40,40,27,27,27,27,40,40,40,40
40,27,27,27,27,40,40,40,40,27
27,27,27,27,40,40,40,40,27,27
27,27,27,40,40,40,40,27,27,40
27,27,40,40,40,40,27,27,40,40
27,40,40,40,40,27,27,40,40,27
40,40,40,40,27,27,40,40,27,27
40,40,40,27,27,40,40,27,27,27
40,40,27,27,40,40,27,27,27,27
40,27,27,40,40,27,27,27,27,40
27,27,40,40,27,27,27,27,40,40
27,40,40,27,27,27,27,40,40,39
40,40,27,27,27,27,40,40,39,39
40,27,27,27,27,40,40,39,39,39
27,27,27,27,40,40,39,39,39,39
27,27,27,40,40,39,39,39,39,39
27,27,40,40,39,39,39,39,39,39
27,40,40,39,39,39,39,39,39,27
40,40,39,39,39,39,39,39,27,27
40,39,39,39,39,39,39,27,27,26
39,39,39,39,39,39,27,27,26,26
39,39,39,39,39,27,27,26,26,26
39,39,39,39,27,27,26,26,26,26
39,39,39,27,27,26,26,26,26,27
39,39,27,27,26,26,26,26,27,27
39,27,27,26,26,26,26,27,27,26
27,27,26,26,26,26,27,27,26,26
27,26,26,26,26,27,27,26,26,27
26,26,26,26,27,27,26,26,27,27
26,26,26,27,27,26,26,27,27,39
26,26,27,27,26,26,27,27,39,39
26,27,27,26,26,27,27,39,39,39
27,27,26,26,27,27,39,39,39,39
27,26,26,27,27,39,39,39,39,38
26,26,27,27,39,39,39,39,38,38
26,27,27,39,39,39,39,38,38,39
27,27,39,39,39,39,38,38,39,39
27,39,39,39,39,38,38,39,39,26
39,39,39,39,38,38,39,39,26,26
39,39,39,38,38,39,39,26,26,38
39,39,38,38,39,39,26,26,38,38
39,38,38,39,39,26,26,38,38,26
38,38,39,39,26,26,38,38,26,26
38,39,39,26,26,38,38,26,26,25
39,39,26,26,38,38,26,26,25,25
39,26,26,38,38,26,26,25,25,25
26,26,38,38,26,26,25,25,25,25
26,38,38,26,26,25,25,25,25,38
38,38,26,26,25,25,25,25,38,38
38,26,26,25,25,25,25,38,38,38
26,26,25,25,25,25,38,38,38,38
26,25,25,25,25,38,38,38,38,25
25,25,25,25,38,38,38,38,25,25
25,25,25,38,38,38,38,25,25,25
25,25,38,38,38,38,25,25,25,25
25,38,38,38,38,25,25,25,25,38
38,38,38,38,25,25,25,25,38,38
38,38,38,25,25,25,25,38,38,26
38,38,25,25,25,25,38,38,26,26
38,25,25,25,25,38,38,26,26,38
25,25,25,25,38,38,26,26,38,38
25,25,25,38,38,26,26,38,38,26
25,25,38,38,26,26,38,38,26,26
25,38,38,26,26,38,38,26,26,38
38,38,26,26,38,38,26,26,38,38
38,26,26,38,38,26,26,38,38,38
26,26,38,38,26,26,38,38,38,38
26,38,38,26,26,38,38,38,38,37
38,38,26,26,38,38,38,38,37,37
38,26,26,38,38,38,38,37,37,37
26,26,38,38,38,38,37,37,37,37
26,38,38,38,38,37,37,37,37,26
38,38,38,38,37,37,37,37,26,26
38,38,38,37,37,37,37,26,26,37
38,38,37,37,37,37,26,26,37,26
38,37,37,37,37,26,26,37,26,37
37,37,37,37,26,26,37,26,37,26
37,37,37,26,26,37,26,37,26,37
37,37,26,26,37,26,37,26,37,37
37,26,26,37,26,37,26,37,37,26
26,26,37,26,37,26,37,37,26,26
26,37,26,37,26,37,37,26,26,37
37,26,37,26,37,37,26,26,37,37
26,37,26,37,37,26,26,37,37,26
37,26,37,37,26,26,37,37,26,26
26,37,37,26,26,37,37,26,26,37
37,37,26,26,37,37,26,26,37,37
37,26,26,37,37,26,26,37,37,26
26,26,37,37,26,26,37,37,26,26
26,37,37,26,26,37,37,26,26,26
37,37,26,26,37,37,26,26,26,26
37,26,26,37,37,26,26,26,26,37
26,26,37,37,26,26,26,26,37,37
26,37,37,26,26,26,26,37,37,37
37,37,26,26,26,26,37,37,37,37
37,26,26,26,26,37,37,37,37,37
26,26,26,26,37,37,37,37,37,37
26,26,26,37,37,37,37,37,37,26
26,26,37,37,37,37,37,37,26,26
26,37,37,37,37,37,37,26,26,37
37,37,37,37,37,37,26,26,37,37
37,37,37,37,37,26,26,37,37,36
37,37,37,37,26,26,37,37,36,36
37,37,37,26,26,37,37,36,36,37
37,37,26,26,37,37,36,36,37,37
37,26,26,37,37,36,36,37,37,36
26,26,37,37,36,36,37,37,36,36
26,37,37,36,36,37,37,36,36,26
37,37,36,36,37,37,36,36,26,26
37,36,36,37,37,36,36,26,26,36
36,36,37,37,36,36,26,26,36,36
36,37,37,36,36,26,26,36,36,36
37,37,36,36,26,26,36,36,36,36
37,36,36,26,26,36,36,36,36,26
36,36,26,26,36,36,36,36,26,26
36,26,26,36,36,36,36,26,26,37
26,26,36,36,36,36,26,26,37,37
26,36,36,36,36,26,26,37,37,26
36,36,36,36,26,26,37,37,26,26
36,36,36,26,26,37,37,26,26,36
36,36,26,26,37,37,26,26,36,36
36,26,26,37,37,26,26,36,36,36
26,26,37,37,26,26,36,36,36,36
26,37,37,26,26,36,36,36,36,36
37,37,26,26,36,36,36,36,36,36
37,26,26,36,36,36,36,36,36,26
26,26,36,36,36,36,36,36,26,26
26,36,36,36,36,36,36,26,26,36
36,36,36,36,36,36,26,26,36,36
36,36,36,36,36,26,26,36,36,27
36,36,36,36,26,26,36,36,27,27
36,36,36,26,26,36,36,27,27,37
36,36,26,26,36,36,27,27,37,37
36,26,26,36,36,27,27,37,37,36
26,26,36,36,27,27,37,37,36,36
26,36,36,27,27,37,37,36,36,36
36,36,27,27,37,37,36,36,36,36
36,27,27,37,37,36,36,36,36,35
27,27,37,37,36,36,36,36,35,35
27,37,37,36,36,36,36,35,35,36
37,37,36,36,36,36,35,35,36,36
37,36,36,36,36,35,35,36,36,27
36,36,36,36,35,35,36,36,27,27
36,36,36,35,35,36,36,27,27,27
36,36,35,35,36,36,27,27,27,27
36,35,35,36,36,27,27,27,27,28
35,35,36,36,27,27,27,27,28,28
35,36,36,27,27,27,27,28,28,36
36,36,27,27,27,27,28,28,36,36
36,27,27,27,27,28,28,36,36,27
27,27,27,27,28,28,36,36,27,27
27,27,27,28,28,36,36,27,27,27
27,27,28,28,36,36,27,27,27,27
27,28,28,36,36,27,27,27,27,36
28,28,36,36,27,27,27,27,36,36
28,36,36,27,27,27,27,36,36,27
36,36,27,27,27,27,36,36,27,27
36,27,27,27,27,36,36,27,27,35
27,27,27,27,36,36,27,27,35,35
27,27,27,36,36,27,27,35,35,27
27,27,36,36,27,27,35,35,27,27
27,36,36,27,27,35,35,27,27,27
36,36,27,27,35,35,27,27,27,27
36,27,27,35,35,27,27,27,27,35
27,27,35,35,27,27,27,27,35,35
27,35,35,27,27,27,27,35,35,27
35,35,27,27,27,27,35,35,27,27
35,27,27,27,27,35,35,27,27,35
27,27,27,27,35,35,27,27,35,35
27,27,27,35,35,27,27,35,35,27
27,27,35,35,27,27,35,35,27,27
27,35,35,27,27,35,35,27,27,27
35,35,27,27,35,35,27,27,27,27
35,27,27,35,35,27,27,27,27,27
27,27,35,35,27,27,27,27,27,27
27,35,35,27,27,27,27,27,27,35
35,35,27,27,27,27,27,27,35,35
35,27,27,27,27,27,27,35,35,27
27,27,27,27,27,27,35,35,27,27
27,27,27,27,27,35,35,27,27,35
27,27,27,27,35,35,27,27,35,35
27,27,27,35,35,27,27,35,35,26
27,27,35,35,27,27,35,35,26,26
27,35,35,27,27,35,35,26,26,26
35,35,27,27,35,35,26,26,26,26
35,27,27,35,35,26,26,26,26,26
27,27,35,35,26,26,26,26,26,26
27,35,35,26,26,26,26,26,26,34
35,35,26,26,26,26,26,26,34,34
35,26,26,26,26,26,26,34,34,26
26,26,26,26,26,26,34,34,26,26
26,26,26,26,26,34,34,26,26,26
26,26,26,26,34,34,26,26,26,26
26,26,26,34,34,26,26,26,26,34
26,26,34,34,26,26,26,26,34,34
26,34,34,26,26,26,26,34,34,26
34,34,26,26,26,26,34,34,26,26
34,26,26,26,26,34,34,26,26,34
26,26,26,26,34,34,26,26,34,34
26,26,26,34,34,26,26,34,34,34
26,26,34,34,26,26,34,34,34,34
26,34,34,26,26,34,34,34,34,27
34,34,26,26,34,34,34,34,27,27
34,26,26,34,34,34,34,27,27,28
26,26,34,34,34,34,27,27,28,28
26,34,34,34,34,27,27,28,28,34
34,34,34,34,27,27,28,28,34,34
